order_id,customer_id,order_date,promised_delivery_time,actual_delivery_time,delivery_status,order_total,payment_method,delivery_partner_id,store_id,customer_name,customer_segment,product_id,product_name,category,price,rating,feedback_text,feedback_category,sentiment,delivery_time_minutes,distance_km,reasons_if_delayed,Date,Value_type,Value,Emoji,Star,Img,customer's address,area,pincode
6600422315,79726146,19-09-2023 12:26:15 AM,19-09-2023 12:38:15 AM,19-09-2023 12:41:15 AM,On Time,3415.39,UPI,46137,1886,Zaitra Vig,New,287070,Wheat Flour,Grocery & Staples,443.17,4,Very happy with the service!,Customer Service,Positive,3,0.94,Traffic,19-09-2023,Quantity,3,https://i.postimg.cc/X7XSGhNR/smile.png,⭐⭐⭐⭐,https://i.postimg.cc/jSc7fmbs/grocery.png,"43/94, Ghosh, Alappuzha 635655",Kozhikode,826054
6600422315,79726146,19-09-2023 12:26:15 AM,19-09-2023 12:38:15 AM,19-09-2023 12:41:15 AM,On Time,3415.39,UPI,46137,1886,Zaitra Vig,New,287070,Wheat Flour,Grocery & Staples,443.17,4,Very happy with the service!,Customer Service,Positive,3,0.94,Traffic,19-09-2023,Value,1329.51,https://i.postimg.cc/X7XSGhNR/smile.png,⭐⭐⭐⭐,https://i.postimg.cc/jSc7fmbs/grocery.png,"43/94, Ghosh, Alappuzha 635655",Kozhikode,826054
1549769649,9573071,28-05-2024 01:14:29 PM,28-05-2024 01:25:29 PM,28-05-2024 01:27:29 PM,On Time,976.55,Cash,14983,7534,Ranveer Mahal,New,378676,Orange Juice,Cold Drinks & Juices,881.42,3,The order was incorrect.,App Experience,Negative,2,0.98,Traffic,28-05-2024,Quantity,1,https://i.postimg.cc/d02zccny/confused.png,⭐⭐⭐,https://i.postimg.cc/kXrKPWsd/softdrink.png,"49, Sarkar Zila, Navi Mumbai-077374",Thrissur,856100
1549769649,9573071,28-05-2024 01:14:29 PM,28-05-2024 01:25:29 PM,28-05-2024 01:27:29 PM,On Time,976.55,Cash,14983,7534,Ranveer Mahal,New,378676,Orange Juice,Cold Drinks & Juices,881.42,3,The order was incorrect.,App Experience,Negative,2,0.98,Traffic,28-05-2024,Value,881.42,https://i.postimg.cc/d02zccny/confused.png,⭐⭐⭐,https://i.postimg.cc/kXrKPWsd/softdrink.png,"49, Sarkar Zila, Navi Mumbai-077374",Thrissur,856100
8542325207,9573071,17-07-2024 05:30:24 PM,17-07-2024 05:47:24 PM,17-07-2024 05:50:24 PM,On Time,4399.94,Wallet,38846,5625,Ranveer Mahal,New,373536,Dog Food,Pet Care,494.17,1,I had a bad experience.,Product Quality,Negative,3,4.04,Traffic,17-07-2024,Quantity,2,https://i.postimg.cc/15zP0XBY/angry.png,⭐,https://i.postimg.cc/FRMdmQjx/pet-food.png,"49, Sarkar Zila, Navi Mumbai-077374",Thrissur,856100
8542325207,9573071,17-07-2024 05:30:24 PM,17-07-2024 05:47:24 PM,17-07-2024 05:50:24 PM,On Time,4399.94,Wallet,38846,5625,Ranveer Mahal,New,373536,Dog Food,Pet Care,494.17,1,I had a bad experience.,Product Quality,Negative,3,4.04,Traffic,17-07-2024,Value,988.34,https://i.postimg.cc/15zP0XBY/angry.png,⭐,https://i.postimg.cc/FRMdmQjx/pet-food.png,"49, Sarkar Zila, Navi Mumbai-077374",Thrissur,856100
8875274470,57102800,20-04-2024 04:25:48 PM,20-04-2024 04:38:48 PM,20-04-2024 05:03:48 PM,Significantly Delayed,818.16,Card,54978,8776,Januja Verma,Inactive,807452,Pulses,Grocery & Staples,144.19,5,Great prices and fast delivery!,Product Quality,Positive,25,1.03,Traffic,20-04-2024,Quantity,3,https://i.postimg.cc/XYyRxCCx/star.png,⭐⭐⭐⭐⭐,https://i.postimg.cc/jSc7fmbs/grocery.png,"06
Om, Ambarnath 477463",Ichalkaranji,730539
8875274470,57102800,20-04-2024 04:25:48 PM,20-04-2024 04:38:48 PM,20-04-2024 05:03:48 PM,Significantly Delayed,818.16,Card,54978,8776,Januja Verma,Inactive,807452,Pulses,Grocery & Staples,144.19,5,Great prices and fast delivery!,Product Quality,Positive,25,1.03,Traffic,20-04-2024,Value,432.57,https://i.postimg.cc/XYyRxCCx/star.png,⭐⭐⭐⭐⭐,https://i.postimg.cc/jSc7fmbs/grocery.png,"06
Om, Ambarnath 477463",Ichalkaranji,730539
4606856320,57102800,03-08-2024 07:23:35 AM,03-08-2024 07:33:35 AM,03-08-2024 07:35:35 AM,On Time,726.41,Wallet,35528,6745,Januja Verma,Inactive,217710,Eggs,Dairy & Breakfast,58.59,4,The product met my expectations.,Delivery,Neutral,2,0.74,Traffic,03-08-2024,Quantity,2,https://i.postimg.cc/X7XSGhNR/smile.png,⭐⭐⭐⭐,https://i.postimg.cc/X7wFjX1B/food.png,"06
Om, Ambarnath 477463",Ichalkaranji,730539
4606856320,57102800,03-08-2024 07:23:35 AM,03-08-2024 07:33:35 AM,03-08-2024 07:35:35 AM,On Time,726.41,Wallet,35528,6745,Januja Verma,Inactive,217710,Eggs,Dairy & Breakfast,58.59,4,The product met my expectations.,Delivery,Neutral,2,0.74,Traffic,03-08-2024,Value,117.18,https://i.postimg.cc/X7XSGhNR/smile.png,⭐⭐⭐⭐,https://i.postimg.cc/X7wFjX1B/food.png,"06
Om, Ambarnath 477463",Ichalkaranji,730539
9644738826,88067569,24-11-2023 04:16:56 PM,24-11-2023 04:34:56 PM,24-11-2023 04:33:56 PM,On Time,440.23,Card,61497,7917,Aayush Sengupta,Premium,561860,Orange Juice,Cold Drinks & Juices,874.78,4,The product met my expectations.,App Experience,Neutral,-1,2.76,,24-11-2023,Quantity,1,https://i.postimg.cc/X7XSGhNR/smile.png,⭐⭐⭐⭐,https://i.postimg.cc/kXrKPWsd/softdrink.png,"20/47
Ratta Chowk, Sonipat-022522",Gaya,288459
9644738826,88067569,24-11-2023 04:16:56 PM,24-11-2023 04:34:56 PM,24-11-2023 04:33:56 PM,On Time,440.23,Card,61497,7917,Aayush Sengupta,Premium,561860,Orange Juice,Cold Drinks & Juices,874.78,4,The product met my expectations.,App Experience,Neutral,-1,2.76,,24-11-2023,Value,874.78,https://i.postimg.cc/X7XSGhNR/smile.png,⭐⭐⭐⭐,https://i.postimg.cc/kXrKPWsd/softdrink.png,"20/47
Ratta Chowk, Sonipat-022522",Gaya,288459
957188879,88067569,12-01-2024 09:44:51 PM,12-01-2024 10:01:51 PM,12-01-2024 09:58:51 PM,On Time,5268.85,UPI,55306,1907,Aayush Sengupta,Premium,561860,Orange Juice,Cold Drinks & Juices,874.78,3,Not worth the price I paid.,Delivery,Negative,-3,3.09,,12-01-2024,Quantity,1,https://i.postimg.cc/d02zccny/confused.png,⭐⭐⭐,https://i.postimg.cc/kXrKPWsd/softdrink.png,"20/47
Ratta Chowk, Sonipat-022522",Gaya,288459
957188879,88067569,12-01-2024 09:44:51 PM,12-01-2024 10:01:51 PM,12-01-2024 09:58:51 PM,On Time,5268.85,UPI,55306,1907,Aayush Sengupta,Premium,561860,Orange Juice,Cold Drinks & Juices,874.78,3,Not worth the price I paid.,Delivery,Negative,-3,3.09,,12-01-2024,Value,874.78,https://i.postimg.cc/d02zccny/confused.png,⭐⭐⭐,https://i.postimg.cc/kXrKPWsd/softdrink.png,"20/47
Ratta Chowk, Sonipat-022522",Gaya,288459
3459500455,16379942,18-12-2023 12:37:55 AM,18-12-2023 12:52:55 AM,18-12-2023 12:54:55 AM,On Time,2581.78,UPI,20504,6348,Harshil Kuruvilla,Inactive,992178,Pain Reliever,Pharmacy,632.43,4,Great prices and fast delivery!,Customer Service,Positive,2,2.66,Traffic,18-12-2023,Quantity,1,https://i.postimg.cc/X7XSGhNR/smile.png,⭐⭐⭐⭐,https://i.postimg.cc/W3x7FCP9/pharmacy.png,"37/62, Basu Chowk
Sikar 515907",Orai,332997
3459500455,16379942,18-12-2023 12:37:55 AM,18-12-2023 12:52:55 AM,18-12-2023 12:54:55 AM,On Time,2581.78,UPI,20504,6348,Harshil Kuruvilla,Inactive,992178,Pain Reliever,Pharmacy,632.43,4,Great prices and fast delivery!,Customer Service,Positive,2,2.66,Traffic,18-12-2023,Value,632.43,https://i.postimg.cc/X7XSGhNR/smile.png,⭐⭐⭐⭐,https://i.postimg.cc/W3x7FCP9/pharmacy.png,"37/62, Basu Chowk
Sikar 515907",Orai,332997
233646065,16379942,19-09-2023 10:28:29 PM,19-09-2023 10:43:29 PM,19-09-2023 10:48:29 PM,On Time,578.85,Wallet,56968,2400,Harshil Kuruvilla,Inactive,803607,Soap,Personal Care,949.73,4,"Average experience, could improve.",Delivery,Neutral,5,4.89,Traffic,19-09-2023,Quantity,1,https://i.postimg.cc/X7XSGhNR/smile.png,⭐⭐⭐⭐,https://i.postimg.cc/hvmm7GSw/personal-care.png,"37/62, Basu Chowk
Sikar 515907",Orai,332997
233646065,16379942,19-09-2023 10:28:29 PM,19-09-2023 10:43:29 PM,19-09-2023 10:48:29 PM,On Time,578.85,Wallet,56968,2400,Harshil Kuruvilla,Inactive,803607,Soap,Personal Care,949.73,4,"Average experience, could improve.",Delivery,Neutral,5,4.89,Traffic,19-09-2023,Value,949.73,https://i.postimg.cc/X7XSGhNR/smile.png,⭐⭐⭐⭐,https://i.postimg.cc/hvmm7GSw/personal-care.png,"37/62, Basu Chowk
Sikar 515907",Orai,332997
2984879441,16379942,22-04-2024 07:45:06 AM,22-04-2024 07:57:06 AM,22-04-2024 08:01:06 AM,On Time,736.92,Cash,87895,7081,Harshil Kuruvilla,Inactive,557908,Vitamins,Pharmacy,942.37,3,"Delivery was fine, but the product could be better.",Product Quality,Neutral,4,4.76,Traffic,22-04-2024,Quantity,1,https://i.postimg.cc/d02zccny/confused.png,⭐⭐⭐,https://i.postimg.cc/W3x7FCP9/pharmacy.png,"37/62, Basu Chowk
Sikar 515907",Orai,332997
2984879441,16379942,22-04-2024 07:45:06 AM,22-04-2024 07:57:06 AM,22-04-2024 08:01:06 AM,On Time,736.92,Cash,87895,7081,Harshil Kuruvilla,Inactive,557908,Vitamins,Pharmacy,942.37,3,"Delivery was fine, but the product could be better.",Product Quality,Neutral,4,4.76,Traffic,22-04-2024,Value,942.37,https://i.postimg.cc/d02zccny/confused.png,⭐⭐⭐,https://i.postimg.cc/W3x7FCP9/pharmacy.png,"37/62, Basu Chowk
Sikar 515907",Orai,332997
9185164487,45477575,23-09-2024 01:07:12 PM,23-09-2024 01:25:12 PM,23-09-2024 01:29:12 PM,On Time,839.05,UPI,39859,9886,Aarna Bawa,Inactive,741341,Eggs,Dairy & Breakfast,923.84,3,"It was okay, nothing special.",App Experience,Neutral,4,3.83,Traffic,23-09-2024,Quantity,2,https://i.postimg.cc/d02zccny/confused.png,⭐⭐⭐,https://i.postimg.cc/X7wFjX1B/food.png,"14/351, Agarwal Path
Medininagar 636193",Vellore,117423
9185164487,45477575,23-09-2024 01:07:12 PM,23-09-2024 01:25:12 PM,23-09-2024 01:29:12 PM,On Time,839.05,UPI,39859,9886,Aarna Bawa,Inactive,741341,Eggs,Dairy & Breakfast,923.84,3,"It was okay, nothing special.",App Experience,Neutral,4,3.83,Traffic,23-09-2024,Value,1847.68,https://i.postimg.cc/d02zccny/confused.png,⭐⭐⭐,https://i.postimg.cc/X7wFjX1B/food.png,"14/351, Agarwal Path
Medininagar 636193",Vellore,117423
7818925535,45477575,02-11-2023 09:59:32 AM,02-11-2023 10:11:32 AM,02-11-2023 10:14:32 AM,On Time,2912.9,Wallet,27625,3488,Aarna Bawa,Inactive,848226,Tomatoes,Fruits & Vegetables,209.59,1,Delivery was late and I was unhappy.,Product Quality,Negative,3,2.24,Traffic,02-11-2023,Quantity,1,https://i.postimg.cc/15zP0XBY/angry.png,⭐,https://i.postimg.cc/sgsWvyb6/fruits.png,"14/351, Agarwal Path
Medininagar 636193",Vellore,117423
7818925535,45477575,02-11-2023 09:59:32 AM,02-11-2023 10:11:32 AM,02-11-2023 10:14:32 AM,On Time,2912.9,Wallet,27625,3488,Aarna Bawa,Inactive,848226,Tomatoes,Fruits & Vegetables,209.59,1,Delivery was late and I was unhappy.,Product Quality,Negative,3,2.24,Traffic,02-11-2023,Value,209.59,https://i.postimg.cc/15zP0XBY/angry.png,⭐,https://i.postimg.cc/sgsWvyb6/fruits.png,"14/351, Agarwal Path
Medininagar 636193",Vellore,117423
6292969164,45477575,09-07-2024 07:11:40 AM,09-07-2024 07:21:40 AM,09-07-2024 07:34:40 AM,Slightly Delayed,822.63,Wallet,60860,923,Aarna Bawa,Inactive,222892,Tomatoes,Fruits & Vegetables,869.22,5,Good selection of products.,Delivery,Positive,13,4.22,Traffic,09-07-2024,Quantity,3,https://i.postimg.cc/XYyRxCCx/star.png,⭐⭐⭐⭐⭐,https://i.postimg.cc/sgsWvyb6/fruits.png,"14/351, Agarwal Path
Medininagar 636193",Vellore,117423
6292969164,45477575,09-07-2024 07:11:40 AM,09-07-2024 07:21:40 AM,09-07-2024 07:34:40 AM,Slightly Delayed,822.63,Wallet,60860,923,Aarna Bawa,Inactive,222892,Tomatoes,Fruits & Vegetables,869.22,5,Good selection of products.,Delivery,Positive,13,4.22,Traffic,09-07-2024,Value,2607.66,https://i.postimg.cc/XYyRxCCx/star.png,⭐⭐⭐⭐⭐,https://i.postimg.cc/sgsWvyb6/fruits.png,"14/351, Agarwal Path
Medininagar 636193",Vellore,117423
5168057633,45477575,11-07-2024 01:35:53 AM,11-07-2024 01:53:53 AM,11-07-2024 01:50:53 AM,On Time,4188.15,UPI,64173,561,Aarna Bawa,Inactive,272170,Ice Cream,Instant & Frozen Food,140.8,5,Good selection of products.,App Experience,Positive,-3,3.82,,11-07-2024,Quantity,2,https://i.postimg.cc/XYyRxCCx/star.png,⭐⭐⭐⭐⭐,https://i.postimg.cc/1RVwdvpH/ice-cream.png,"14/351, Agarwal Path
Medininagar 636193",Vellore,117423
5168057633,45477575,11-07-2024 01:35:53 AM,11-07-2024 01:53:53 AM,11-07-2024 01:50:53 AM,On Time,4188.15,UPI,64173,561,Aarna Bawa,Inactive,272170,Ice Cream,Instant & Frozen Food,140.8,5,Good selection of products.,App Experience,Positive,-3,3.82,,11-07-2024,Value,281.6,https://i.postimg.cc/XYyRxCCx/star.png,⭐⭐⭐⭐⭐,https://i.postimg.cc/1RVwdvpH/ice-cream.png,"14/351, Agarwal Path
Medininagar 636193",Vellore,117423
2808133351,11071601,03-12-2023 11:14:33 AM,03-12-2023 11:27:33 AM,03-12-2023 11:27:33 AM,On Time,2922.68,Cash,70241,3774,Ojas Ahuja,Inactive,94225,Toilet Cleaner,Household Care,77.11,4,"Average experience, could improve.",Product Quality,Neutral,0,4.26,,03-12-2023,Quantity,1,https://i.postimg.cc/X7XSGhNR/smile.png,⭐⭐⭐⭐,https://i.postimg.cc/1tnnLzNt/cleaning-tools.png,"H.No. 99
Kade Road
Ramgarh 695009",Buxar,528426
2808133351,11071601,03-12-2023 11:14:33 AM,03-12-2023 11:27:33 AM,03-12-2023 11:27:33 AM,On Time,2922.68,Cash,70241,3774,Ojas Ahuja,Inactive,94225,Toilet Cleaner,Household Care,77.11,4,"Average experience, could improve.",Product Quality,Neutral,0,4.26,,03-12-2023,Value,77.11,https://i.postimg.cc/X7XSGhNR/smile.png,⭐⭐⭐⭐,https://i.postimg.cc/1tnnLzNt/cleaning-tools.png,"H.No. 99
Kade Road
Ramgarh 695009",Buxar,528426
4434464045,7591711,22-09-2023 12:04:24 AM,22-09-2023 12:21:24 AM,22-09-2023 12:21:24 AM,On Time,2148.83,Card,84509,5121,Triya Kakar,Regular,153019,Onions,Fruits & Vegetables,947.95,3,The order was incorrect.,Customer Service,Negative,0,1.19,,22-09-2023,Quantity,1,https://i.postimg.cc/d02zccny/confused.png,⭐⭐⭐,https://i.postimg.cc/sgsWvyb6/fruits.png,"H.No. 65, Ratti Circle, Nellore-187667",Nagercoil,792550
4434464045,7591711,22-09-2023 12:04:24 AM,22-09-2023 12:21:24 AM,22-09-2023 12:21:24 AM,On Time,2148.83,Card,84509,5121,Triya Kakar,Regular,153019,Onions,Fruits & Vegetables,947.95,3,The order was incorrect.,Customer Service,Negative,0,1.19,,22-09-2023,Value,947.95,https://i.postimg.cc/d02zccny/confused.png,⭐⭐⭐,https://i.postimg.cc/sgsWvyb6/fruits.png,"H.No. 65, Ratti Circle, Nellore-187667",Nagercoil,792550
6029394789,7591711,30-04-2023 06:03:14 AM,30-04-2023 06:23:14 AM,30-04-2023 06:32:14 AM,Slightly Delayed,2118.04,UPI,28593,637,Triya Kakar,Regular,803607,Soap,Personal Care,949.73,2,Taste was not as expected.,Product Quality,Negative,9,2.43,Traffic,30-04-2023,Quantity,1,https://i.postimg.cc/zGbrMQ9C/sad.png,⭐⭐,https://i.postimg.cc/hvmm7GSw/personal-care.png,"H.No. 65, Ratti Circle, Nellore-187667",Nagercoil,792550
6029394789,7591711,30-04-2023 06:03:14 AM,30-04-2023 06:23:14 AM,30-04-2023 06:32:14 AM,Slightly Delayed,2118.04,UPI,28593,637,Triya Kakar,Regular,803607,Soap,Personal Care,949.73,2,Taste was not as expected.,Product Quality,Negative,9,2.43,Traffic,30-04-2023,Value,949.73,https://i.postimg.cc/zGbrMQ9C/sad.png,⭐⭐,https://i.postimg.cc/hvmm7GSw/personal-care.png,"H.No. 65, Ratti Circle, Nellore-187667",Nagercoil,792550
5427684290,83298567,20-11-2023 05:00:39 AM,20-11-2023 05:17:39 AM,20-11-2023 05:18:39 AM,On Time,2526.68,Cash,84315,2741,Vansha Kuruvilla,Premium,602241,Nuts,Snacks & Munchies,976.55,3,Product was damaged during delivery.,Delivery,Negative,1,2.63,Traffic,20-11-2023,Quantity,2,https://i.postimg.cc/d02zccny/confused.png,⭐⭐⭐,https://i.postimg.cc/CKP7Ydrp/snacks.png,"H.No. 68, Gaba Road
Khandwa 040880",Asansol,149383
5427684290,83298567,20-11-2023 05:00:39 AM,20-11-2023 05:17:39 AM,20-11-2023 05:18:39 AM,On Time,2526.68,Cash,84315,2741,Vansha Kuruvilla,Premium,602241,Nuts,Snacks & Munchies,976.55,3,Product was damaged during delivery.,Delivery,Negative,1,2.63,Traffic,20-11-2023,Value,1953.1,https://i.postimg.cc/d02zccny/confused.png,⭐⭐⭐,https://i.postimg.cc/CKP7Ydrp/snacks.png,"H.No. 68, Gaba Road
Khandwa 040880",Asansol,149383
